,open,high,low,close,volume,oi,date,time
2015-01-14 10:15:00,124.93957261080757,125.39356057512606,122.5709186823105,125.60607195657872,4528,6697718,2015-01-14,10:15:00
2015-01-14 10:20:00,125.58595328380625,126.74408812728778,124.43613350426845,125.9326015796483,3517,5285695,2015-01-14,10:20:00
2015-01-14 10:25:00,125.50671858232725,125.65675642226047,124.0567226841578,126.51431696814305,5823,9394741,2015-01-14,10:25:00
2015-01-14 10:30:00,126.25964763115826,126.8264454065469,124.58137816605779,126.57514990810135,6347,5324360,2015-01-14,10:30:00
2015-01-14 10:35:00,127.47023874792329,128.0263819289868,126.81316541449046,128.56073523675602,5968,5701849,2015-01-14,10:35:00
2015-01-14 10:40:00,128.98780470444075,129.69045620390457,127.91006547483695,129.34885136020188,4145,7310041,2015-01-14,10:40:00
2015-01-14 10:45:00,129.23000415721359,129.35693298907086,128.6397835876294,130.146785640614,2518,7338662,2015-01-14,10:45:00
2015-01-14 10:50:00,130.2123612682356,130.84777874081436,129.93914778307135,128.66983553665813,9594,6834173,2015-01-14,10:50:00
2015-01-14 10:55:00,129.5397958754684,131.2319827566435,129.50060581268917,130.19148335808248,1414,9324385,2015-01-14,10:55:00
2015-01-14 11:00:00,129.26890177561776,131.04353191809886,129.26484258484763,128.79869032379833,6482,9344166,2015-01-14,11:00:00
2015-01-14 11:05:00,129.37818609403985,129.91847600942515,129.11545895077109,129.55372638619764,5581,7503235,2015-01-14,11:05:00
2015-01-14 11:10:00,127.90997130892364,127.94237036966828,126.55890982830506,127.6275717182479,6614,5687196,2015-01-14,11:10:00
2015-01-14 11:15:00,126.98314263770068,127.37054736228565,125.78776103549956,127.15898353000892,5096,8125325,2015-01-14,11:15:00
2015-01-14 11:20:00,126.8222910346839,127.90953882661813,125.91659466851569,125.84049448431912,6626,9982954,2015-01-14,11:20:00
2015-01-14 11:25:00,127.48722254045435,128.00753343972104,125.67278578068047,127.45047953994458,3879,5742794,2015-01-14,11:25:00
2015-01-14 11:30:00,126.6017549331696,128.35206958883236,125.5118282725074,125.92334599911798,8060,8670453,2015-01-14,11:30:00
2015-01-14 11:35:00,126.14993412344242,126.5403568050647,125.20644077317394,126.6602934788935,4077,9473014,2015-01-14,11:35:00
2015-01-14 11:40:00,126.03310457834365,126.34094350660081,124.72008322958808,125.79431676929588,6453,9897412,2015-01-14,11:40:00
2015-01-14 11:45:00,126.5613486169192,126.99404896955105,125.61536083861257,127.46689657664068,5883,9512131,2015-01-14,11:45:00
2015-01-14 11:50:00,127.48630633496384,128.55426956862058,126.85991693791178,127.8794830735214,2554,7882484,2015-01-14,11:50:00
2015-01-14 11:55:00,128.64814969216474,129.44015619823526,127.76733440644139,129.1944394106421,9324,7759544,2015-01-14,11:55:00
2015-01-14 12:00:00,128.25536726728635,129.38785136380258,127.85565077575731,127.5629979836042,4277,9068745,2015-01-14,12:00:00
2015-01-14 12:05:00,126.71599295232977,127.93348575057666,126.0496553921389,126.71338990765507,4314,6278319,2015-01-14,12:05:00
2015-01-14 12:10:00,125.25903644891667,125.6897730815389,124.11339950254185,124.77830953070112,6928,6824030,2015-01-14,12:10:00
2015-01-14 12:15:00,126.17180667475661,127.4022859833316,125.97974700666255,125.86581844720831,5437,8544117,2015-01-14,12:15:00
2015-01-14 12:20:00,126.61820356651894,127.28195323977154,125.19255417915392,128.7939693288878,6126,5871721,2015-01-14,12:20:00
2015-01-14 12:25:00,126.31604364207206,127.06732840839885,125.41643406703517,124.98937632375863,4203,5306353,2015-01-14,12:25:00
2015-01-14 12:30:00,125.8910422828792,126.88121790946983,124.32525831903831,127.06823301344409,8672,7492502,2015-01-14,12:30:00
2015-01-14 12:35:00,127.22755831746139,128.6204792084892,126.32884651965851,127.4646563726935,2199,9827275,2015-01-14,12:35:00
2015-01-14 12:40:00,127.82930548812948,127.99191491809343,127.7220489510936,128.9885689971111,3534,7852774,2015-01-14,12:40:00
2015-01-14 12:45:00,127.80094037651352,129.06606980986396,127.13819425284579,128.9564095910355,1907,6976250,2015-01-14,12:45:00
2015-01-14 12:50:00,129.1174792849546,130.2686457346135,128.88092043461594,129.32404324939347,6000,9378911,2015-01-14,12:50:00
2015-01-14 12:55:00,129.61834995357816,129.85744040558072,129.01250076124472,130.35627473063295,7721,9907770,2015-01-14,12:55:00
2015-01-14 13:00:00,129.72163622246245,130.8291432291124,129.6838333407071,130.20699580863456,9040,8587383,2015-01-14,13:00:00
2015-01-14 13:05:00,128.77441788057106,129.69699524426548,128.04364609819876,130.03600318921877,5749,7736637,2015-01-14,13:05:00
2015-01-14 13:10:00,129.38402944432687,130.9540890604425,128.98561974154106,129.0623146426399,3173,5400201,2015-01-14,13:10:00
2015-01-14 13:15:00,129.9897692060701,130.2678227889571,128.7110330889362,128.36920690127175,5381,8953416,2015-01-14,13:15:00
2015-01-14 13:20:00,130.23291361257128,131.32217743816815,129.69594020066904,131.31564387784994,9014,8330785,2015-01-14,13:20:00
2015-01-14 13:25:00,131.27002130979477,132.72265410436282,130.71804055399838,130.8881032536562,2760,7574563,2015-01-14,13:25:00
2015-01-14 13:30:00,132.00214112292755,133.2641658553527,131.2664231306663,131.95772987174132,2542,6072456,2015-01-14,13:30:00
2015-01-14 13:35:00,132.07439695230607,132.32767236613049,130.52295627548398,132.35141685858144,8059,9351258,2015-01-14,13:35:00
2015-01-14 13:40:00,132.9979125316944,133.72031308079397,132.80981340418595,133.6876615204618,9394,5513583,2015-01-14,13:40:00
2015-01-14 13:45:00,133.05417859102675,133.86134608395074,132.19183444461228,134.51874579565515,1930,7306069,2015-01-14,13:45:00
2015-01-14 13:50:00,133.20228996441608,134.56855700765448,132.97854250931823,133.452295321073,6898,9868206,2015-01-14,13:50:00
2015-01-14 13:55:00,130.31427800822883,131.62520805213686,130.19082170461536,131.2489480358504,6640,6647641,2015-01-14,13:55:00
2015-01-14 14:00:00,129.94024836483885,130.5618028967619,129.73791176734895,129.69462173830777,1959,5183607,2015-01-14,14:00:00
2015-01-14 14:05:00,128.7548202815539,129.8314472075412,126.93212831223232,129.74331730607753,5793,8586571,2015-01-14,14:05:00
2015-01-14 14:10:00,128.52035947712926,129.52673104181252,128.22969495264917,127.71543466894649,8358,8195285,2015-01-14,14:10:00
2015-01-14 14:15:00,127.55407920694827,127.6401384525356,127.47294886084576,128.13208470155888,7543,8830492,2015-01-14,14:15:00
2015-01-14 14:20:00,127.07632003868295,128.0208061657114,126.0492392253694,126.50167040696407,3804,6214808,2015-01-14,14:20:00
2015-01-14 14:25:00,125.84111811966872,126.57351738230348,123.24040911481995,126.7263416635092,7383,8233404,2015-01-14,14:25:00
2015-01-14 14:30:00,124.74070891644806,127.50829220012227,123.83628416234757,125.26263335581868,4353,9982328,2015-01-14,14:30:00
2015-01-14 14:35:00,125.64700480278161,126.57556864899824,123.84430534520703,126.27426478877149,7826,9256585,2015-01-14,14:35:00
2015-01-14 14:40:00,124.22851613121723,124.94491627276057,124.08062253694416,124.6780294139986,2712,9745710,2015-01-14,14:40:00
2015-01-14 14:45:00,123.91652457726343,124.04184838362929,122.95812429430867,122.87946138675103,6923,5614769,2015-01-14,14:45:00
2015-01-14 14:50:00,122.99866954714514,123.46463220276046,121.53641220953904,122.73767603473866,5174,6096977,2015-01-14,14:50:00
2015-01-14 14:55:00,122.76987500590127,124.40027560354555,121.97213770688673,123.66462534384749,4605,8274539,2015-01-14,14:55:00
2015-01-14 15:00:00,123.71514197840692,124.3095137897269,123.60313879251375,123.198616276557,4777,8732244,2015-01-14,15:00:00
2015-01-14 15:05:00,124.56968907995991,124.67674421164362,123.74167744422867,123.94630585673171,4954,6348334,2015-01-14,15:05:00
2015-01-14 15:10:00,125.10333139793819,126.42459109582,124.48591797481073,125.35819934182281,2697,5280677,2015-01-14,15:10:00
2015-01-14 15:15:00,125.62954290779426,125.79071055416367,125.42185845966164,126.2266406880322,8088,8441539,2015-01-14,15:15:00
2015-01-14 15:20:00,126.39308167282266,127.36680760548558,125.65818231271552,126.32765882922156,7609,9075387,2015-01-14,15:20:00
2015-01-14 15:25:00,127.78639910921088,128.5803695672472,126.99959699776852,127.76432079027512,3335,7135948,2015-01-14,15:25:00
2015-01-14 15:30:00,129.67204846130375,130.3762854533004,129.02613674263523,129.5375656235925,3118,6160276,2015-01-14,15:30:00
2015-01-15 09:15:00,129.98904286154092,130.57564767710605,128.6685583514135,132.6108220288224,1896,6077755,2015-01-15,09:15:00
2015-01-15 09:20:00,130.29100564854363,130.87754264175206,128.85798276659375,130.37644895186068,4488,8890508,2015-01-15,09:20:00
2015-01-15 09:25:00,130.13305939173915,130.6654610630899,129.8001594280796,130.1341589803711,7294,8834022,2015-01-15,09:25:00
2015-01-15 09:30:00,129.09109504759988,129.12530138905765,129.02249177145424,128.84688068769154,8426,5470030,2015-01-15,09:30:00
2015-01-15 09:35:00,129.89541540004123,130.55157223105422,128.23998702358185,129.63311911584714,8000,8030255,2015-01-15,09:35:00
2015-01-15 09:40:00,127.92348504387522,128.4018995928445,125.10979289340715,127.98443426804727,1400,9159238,2015-01-15,09:40:00
2015-01-15 09:45:00,127.66186437023151,128.44310533676517,126.48486805207183,127.19737172499153,9959,9646445,2015-01-15,09:45:00
2015-01-15 09:50:00,127.81120740580474,127.98896444656314,127.64880613753186,127.80874624024675,3777,9048842,2015-01-15,09:50:00
2015-01-15 09:55:00,128.20488063279845,129.0065178308475,126.20703476191912,128.25921879610416,1571,8463341,2015-01-15,09:55:00
2015-01-15 10:00:00,128.47347967637987,131.0067758072923,128.27156591623555,128.2836203172711,4688,6518225,2015-01-15,10:00:00
2015-01-15 10:05:00,128.16479910117087,129.51939920314405,127.60120495234641,128.8437136294895,4422,8870899,2015-01-15,10:05:00
2015-01-15 10:10:00,127.57438129743755,127.60811774721114,126.66694913463209,126.76194793304515,1663,6957422,2015-01-15,10:10:00
2015-01-15 10:15:00,128.32144744949994,129.70349846971416,127.64176872722445,127.52971829703263,1457,9942123,2015-01-15,10:15:00
2015-01-15 10:20:00,128.46751558100476,129.82685051517697,127.39750936036378,129.90626463630008,3778,6170965,2015-01-15,10:20:00
2015-01-15 10:25:00,129.04289190989994,130.00955769922084,128.55477060616212,129.90198703259793,4711,7223943,2015-01-15,10:25:00
2015-01-15 10:30:00,127.33216647599136,128.10417635773882,127.13645142561454,126.8534046227587,2572,9180126,2015-01-15,10:30:00
2015-01-15 10:35:00,129.17801902653522,130.75434597182272,129.09320035882578,127.98388548685836,1252,9219473,2015-01-15,10:35:00
2015-01-15 10:40:00,131.00571745189663,131.35759475662925,129.66636164164015,130.25592882119508,6907,5378556,2015-01-15,10:40:00
2015-01-15 10:45:00,130.9155643649629,133.37977215992296,130.21232547353085,132.02915967853298,1149,6407305,2015-01-15,10:45:00
2015-01-15 10:50:00,132.0486002252067,132.39897808547693,130.94565258836607,133.3187119165084,8584,5515863,2015-01-15,10:50:00
2015-01-15 10:55:00,131.54056614839408,132.76466183036788,131.23603385390018,130.2440127527476,6212,9522666,2015-01-15,10:55:00
2015-01-15 11:00:00,132.14638613394376,132.63427771479803,131.6452335933048,131.65551661643676,7412,6165452,2015-01-15,11:00:00
2015-01-15 11:05:00,132.12278606501206,132.4980811575091,131.2210268687306,131.9159759674907,9270,5062579,2015-01-15,11:05:00
2015-01-15 11:10:00,133.16253181191803,133.5447004201423,133.0709789519907,134.10398182691998,3687,6424157,2015-01-15,11:10:00
2015-01-15 11:15:00,133.8662995304893,135.48846930249238,133.69819255720466,134.2147974239325,2403,6338206,2015-01-15,11:15:00
2015-01-15 11:20:00,133.93079791942517,134.62327622590516,133.47902933392947,133.9729187010625,5220,9533970,2015-01-15,11:20:00
2015-01-15 11:25:00,132.36979152035894,132.56531269652882,132.16710919678715,132.54245249251727,5430,8315469,2015-01-15,11:25:00
2015-01-15 11:30:00,132.54234923634957,132.86142183691763,131.9797368501367,131.12045886933848,8488,5325940,2015-01-15,11:30:00
2015-01-15 11:35:00,133.2841107827526,134.64345535338418,132.29616833288603,132.837276192891,7099,6203186,2015-01-15,11:35:00
2015-01-15 11:40:00,131.71807865721885,131.82369200271899,131.33668045241862,131.78765908265274,5911,7028989,2015-01-15,11:40:00
2015-01-15 11:45:00,131.4312057304347,131.81710703609187,130.9275762315243,131.55208061236826,1321,9224063,2015-01-15,11:45:00
2015-01-15 11:50:00,132.7189961884637,132.9139416953037,132.38163048406435,131.39662271473986,5918,5353325,2015-01-15,11:50:00
2015-01-15 11:55:00,131.36761173500727,132.25547016015082,130.66799221916273,130.90740445231276,8561,5204396,2015-01-15,11:55:00
2015-01-15 12:00:00,131.24616064204562,131.53906810033976,130.2332160871427,130.60496989052734,6318,6352432,2015-01-15,12:00:00
2015-01-15 12:05:00,130.34009426791323,130.79376799869647,129.64052067027475,129.58936992671426,8406,7955065,2015-01-15,12:05:00
2015-01-15 12:10:00,130.32149531195913,130.40769853564385,129.68201047366236,129.90531589048433,5492,7830213,2015-01-15,12:10:00
2015-01-15 12:15:00,129.45044815515354,129.96912697196808,129.36764894369645,130.28591439713622,4267,8919420,2015-01-15,12:15:00
2015-01-15 12:20:00,129.17341516417625,130.46230863893663,126.97230577414915,129.14154983668507,2799,9947805,2015-01-15,12:20:00
2015-01-15 12:25:00,128.88489575191466,129.63248226793306,128.63888321040835,128.3850839357671,4790,9651696,2015-01-15,12:25:00
2015-01-15 12:30:00,127.99457934703804,128.6230994283157,127.64191428290697,126.61149683895623,9672,6732333,2015-01-15,12:30:00
2015-01-15 12:35:00,129.01610972094988,130.6513611333272,128.79052107915774,128.21723729998905,3996,6879068,2015-01-15,12:35:00
2015-01-15 12:40:00,129.55124956751843,129.74200100628323,128.74004930460106,129.23292370217098,8106,8839855,2015-01-15,12:40:00
2015-01-15 12:45:00,128.98730519016067,131.06571929887238,128.4071498244967,129.07360963395433,6606,9626826,2015-01-15,12:45:00
2015-01-15 12:50:00,128.84593678693224,128.99576770020312,127.4428517317033,129.7628995267117,4351,7324658,2015-01-15,12:50:00
2015-01-15 12:55:00,129.63352093947532,130.11112350490575,129.3374441129894,128.00842513613887,9791,6798831,2015-01-15,12:55:00
2015-01-15 13:00:00,129.54382354115035,129.80523397866637,129.02856817207396,129.33774525175772,9833,9881881,2015-01-15,13:00:00
2015-01-15 13:05:00,129.29594993283087,129.676852262011,127.8752059114852,129.88873712627174,5189,9798475,2015-01-15,13:05:00
2015-01-15 13:10:00,129.24942112719035,129.532431326742,128.1959996956307,129.03394021351562,3502,7315988,2015-01-15,13:10:00
2015-01-15 13:15:00,129.61528705434046,130.68986844515035,128.45512575705405,130.34905204087417,3325,7404959,2015-01-15,13:15:00
2015-01-15 13:20:00,129.17508156782225,129.8495639006788,128.78612052934267,129.57496045223493,7562,6410840,2015-01-15,13:20:00
2015-01-15 13:25:00,126.992779703594,128.19290748425766,126.25855075873541,126.32244479179971,5275,7159726,2015-01-15,13:25:00
2015-01-15 13:30:00,125.42573829245882,125.81755240919948,124.46666393442122,124.43506496595862,5674,5620117,2015-01-15,13:30:00
2015-01-15 13:35:00,125.31323166713017,126.10357887572205,124.58179983515875,123.9726325216623,6450,8935558,2015-01-15,13:35:00
2015-01-15 13:40:00,126.19940428739628,126.87253501865537,125.97836364786278,123.97078422510005,3661,8687426,2015-01-15,13:40:00
2015-01-15 13:45:00,126.03681152161623,126.72795864665886,124.47646464926717,125.37302256263379,1478,5305532,2015-01-15,13:45:00
2015-01-15 13:50:00,126.2757182562078,127.39959878216308,124.46402302086014,125.68372653862454,3239,5564243,2015-01-15,13:50:00
2015-01-15 13:55:00,127.07436844613355,127.18682091501937,126.43477678823389,126.19681912899856,8667,9244800,2015-01-15,13:55:00
2015-01-15 14:00:00,125.7911470662729,127.1349903961511,125.15592266852644,125.706674472773,5792,8567907,2015-01-15,14:00:00
2015-01-15 14:05:00,127.05955738226984,130.0019889969901,126.93424591225254,127.71767409670973,7996,8150806,2015-01-15,14:05:00
2015-01-15 14:10:00,127.01721422474817,127.11470804135324,126.26591108258437,128.05828413218435,4870,8491295,2015-01-15,14:10:00
2015-01-15 14:15:00,127.2621563695591,128.06424346514967,126.20164492029335,127.43364315658953,4513,7453968,2015-01-15,14:15:00
2015-01-15 14:20:00,127.21804578937768,129.07440894369034,127.06508168322706,127.90287684445256,3164,5802419,2015-01-15,14:20:00
2015-01-15 14:25:00,126.76153236191004,127.28021621363027,126.15040093040753,127.40883613123167,4422,9491265,2015-01-15,14:25:00
2015-01-15 14:30:00,125.69765763464994,126.37611854325142,125.58967391574727,125.51882461593016,5231,7874194,2015-01-15,14:30:00
2015-01-15 14:35:00,126.07927712886246,126.95593572104885,125.89864687105077,126.7627592202859,3148,7294964,2015-01-15,14:35:00
2015-01-15 14:40:00,127.27193265926795,127.91670190708274,126.52782046457858,127.63464770396574,5163,5147264,2015-01-15,14:40:00
2015-01-15 14:45:00,126.81882319952331,126.85407018106861,126.07723617704818,126.67812315976796,4056,9188632,2015-01-15,14:45:00
2015-01-15 14:50:00,126.27627369883923,127.82728295417496,125.24629331213369,125.9570045710623,9690,8742478,2015-01-15,14:50:00
2015-01-15 14:55:00,126.60998527334831,129.20253535599,126.05743138652319,125.78279000237931,7331,6883225,2015-01-15,14:55:00
2015-01-15 15:00:00,126.26274025067592,127.52630787683822,124.69395342217985,127.26769260149332,5578,5879936,2015-01-15,15:00:00
2015-01-15 15:05:00,125.77011425629539,126.19495251119598,124.64597781493126,125.77239339042326,1551,7090962,2015-01-15,15:05:00
2015-01-15 15:10:00,126.16048715383505,127.52133623097252,124.44867046523218,126.4486872786596,1933,8587786,2015-01-15,15:10:00
2015-01-15 15:15:00,126.99110257756682,127.70633154773773,126.52632969495103,126.64594879827084,8119,8208717,2015-01-15,15:15:00
2015-01-15 15:20:00,127.1797754768483,127.51010630110493,125.93591830236132,128.64246641969737,5496,7219469,2015-01-15,15:20:00
2015-01-15 15:25:00,125.33148747176699,125.5371955513207,124.85730756418127,126.10664001225759,3341,6364823,2015-01-15,15:25:00
2015-01-15 15:30:00,127.50928827050404,127.62474407164541,127.50541644557038,127.97786109516414,2955,6252029,2015-01-15,15:30:00
2015-01-16 09:15:00,128.7804799410085,129.95119897029096,127.29790641629089,128.94590044224609,8150,5261285,2015-01-16,09:15:00
2015-01-16 09:20:00,128.03909098931499,128.8643483668065,127.87235963092864,127.41624462993418,7099,7542259,2015-01-16,09:20:00
2015-01-16 09:25:00,127.56397524535244,128.42008897477103,127.13820636377348,127.9284330267,8441,6426256,2015-01-16,09:25:00
2015-01-16 09:30:00,126.49164568704887,127.18095905065064,125.96798528173794,127.862941216659,3983,8854680,2015-01-16,09:30:00
2015-01-16 09:35:00,127.4184714563406,129.00683748575312,126.64146171461863,128.57101181518252,1171,5413306,2015-01-16,09:35:00
2015-01-16 09:40:00,127.41702281408386,127.6758646634101,127.09490374584651,126.04383800334823,6018,7484908,2015-01-16,09:40:00
2015-01-16 09:45:00,126.56094541908745,126.91668522834921,126.37460868432639,126.84221182736657,1382,5513811,2015-01-16,09:45:00
2015-01-16 09:50:00,127.11292980509282,127.5726887654449,126.98083809108604,127.39725186376317,8199,9321055,2015-01-16,09:50:00
2015-01-16 09:55:00,126.74992374270202,128.614999136072,126.54808383000866,127.94727572863057,2369,9043852,2015-01-16,09:55:00
2015-01-16 10:00:00,127.15392532625033,129.53453362586018,125.67995144798736,126.80517771891463,5501,9532706,2015-01-16,10:00:00
2015-01-16 10:05:00,128.08735480945035,128.56892563391517,127.55471776939329,127.68480568666968,6527,8400812,2015-01-16,10:05:00
2015-01-16 10:10:00,127.11977191181322,127.77142466192036,125.43076642574358,126.51107078970948,2292,5873170,2015-01-16,10:10:00
2015-01-16 10:15:00,126.66935171722038,127.56885060262218,126.39766368184462,125.43833652453569,8071,9271825,2015-01-16,10:15:00
2015-01-16 10:20:00,126.88436168084904,127.56335386794386,126.18872748881824,125.84654348937886,7570,6059140,2015-01-16,10:20:00
2015-01-16 10:25:00,127.2715601400369,130.29566776959757,126.06106923249536,128.4489825422002,9567,5202121,2015-01-16,10:25:00
2015-01-16 10:30:00,128.62412181441044,129.66155986267077,127.68949112642872,126.88557245510803,9957,6270170,2015-01-16,10:30:00
2015-01-16 10:35:00,127.324518841579,128.05401206709004,126.49126739110197,125.30363363717741,9297,9214474,2015-01-16,10:35:00
2015-01-16 10:40:00,126.24644774506726,126.85767531543267,125.16376166168432,128.22575684764934,8195,7714204,2015-01-16,10:40:00
2015-01-16 10:45:00,126.88450415757762,127.38573030878905,126.45610632523864,127.37699190394544,6315,5993975,2015-01-16,10:45:00
2015-01-16 10:50:00,126.9166928594183,128.61767289651374,126.66681971321732,125.76851830671968,3788,5521728,2015-01-16,10:50:00
2015-01-16 10:55:00,126.11328802494626,127.0723682563248,123.90009115416981,127.08223483889572,7691,8892247,2015-01-16,10:55:00
2015-01-16 11:00:00,126.20852365295954,128.34180664703865,125.71609799185782,125.42673140971533,9368,6530810,2015-01-16,11:00:00
2015-01-16 11:05:00,124.53541611532185,126.194214712464,124.32178315605684,123.71520664427638,7305,9688421,2015-01-16,11:05:00
2015-01-16 11:10:00,125.15538664807323,125.27012886242962,124.10798675264071,125.34038310948873,7008,7776845,2015-01-16,11:10:00
2015-01-16 11:15:00,125.29033021625244,126.22208775921844,123.94880124282902,125.77496327404677,2113,5088485,2015-01-16,11:15:00
2015-01-16 11:20:00,127.04450667240711,127.75769818553167,126.35452861079483,127.00067818783391,7536,8480940,2015-01-16,11:20:00
2015-01-16 11:25:00,127.7212661582619,129.39159142149407,125.87241180473433,127.60345270819678,6677,5576029,2015-01-16,11:25:00
2015-01-16 11:30:00,128.64510688488159,129.07413523055763,128.43198354124704,129.61239558707328,5056,9434888,2015-01-16,11:30:00
2015-01-16 11:35:00,128.3389849054396,128.89353995888524,127.98097506475293,129.24202581302433,7498,5676150,2015-01-16,11:35:00
2015-01-16 11:40:00,128.85626793296555,130.71538974666555,128.55023546325958,130.72709230375753,7876,6349541,2015-01-16,11:40:00
2015-01-16 11:45:00,129.53723155676778,130.23587022528625,128.7511216114213,128.10002245257266,1381,5245295,2015-01-16,11:45:00
2015-01-16 11:50:00,129.6045351263452,129.80699836358158,128.74658448245958,128.6157874470022,8546,9923543,2015-01-16,11:50:00
2015-01-16 11:55:00,130.73147848137063,131.18165750649098,128.76217867314566,131.16207510578502,4667,5158649,2015-01-16,11:55:00
2015-01-16 12:00:00,130.22103742075518,131.29713643596827,130.1655005464409,131.25844268170204,9859,5845872,2015-01-16,12:00:00
2015-01-16 12:05:00,130.43495800301108,130.89338615110736,128.7013028115122,132.3779388569605,3631,6176910,2015-01-16,12:05:00
2015-01-16 12:10:00,131.5366333538326,131.61844885594022,131.34744794850116,131.99979216830934,9617,9851987,2015-01-16,12:10:00
2015-01-16 12:15:00,131.6763734685261,131.87292998508113,131.16818418263907,132.2866724018913,1051,7599045,2015-01-16,12:15:00
2015-01-16 12:20:00,131.84886616249526,131.96408124318688,131.22640159631123,131.68936022952605,5068,7347387,2015-01-16,12:20:00
2015-01-16 12:25:00,131.53585201555376,133.35095363645263,130.91956040146488,130.81192643560146,9601,7379844,2015-01-16,12:25:00
2015-01-16 12:30:00,131.76669424799846,132.36777056187924,130.37437861058015,132.7957757393604,3868,9892302,2015-01-16,12:30:00
2015-01-16 12:35:00,132.46903779613814,132.75465353262018,131.7563610207402,133.12488931433748,2680,5177618,2015-01-16,12:35:00
2015-01-16 12:40:00,131.97013968637958,132.34583757805237,131.2220699932263,130.50207767177147,9434,7063165,2015-01-16,12:40:00
2015-01-16 12:45:00,131.74430140984666,133.22255805235108,131.0292606205045,131.46180733300085,6201,7071499,2015-01-16,12:45:00
2015-01-16 12:50:00,132.67917246476344,133.1691531583232,131.6434950981902,130.6539569210079,2421,5819278,2015-01-16,12:50:00
2015-01-16 12:55:00,133.0451917489653,133.3882297065357,131.77958850955937,132.99534010212287,6093,5939529,2015-01-16,12:55:00
2015-01-16 13:00:00,133.10509001964422,134.11816472983637,131.9065300226861,133.93319955107728,1192,8752867,2015-01-16,13:00:00
2015-01-16 13:05:00,132.10285099502335,132.12147553391668,131.81700756077245,131.50818381302378,9943,9422828,2015-01-16,13:05:00
2015-01-16 13:10:00,130.98548984309858,131.01177801186827,130.62697551337692,131.75934719228462,2374,7791999,2015-01-16,13:10:00
2015-01-16 13:15:00,132.0584906792808,133.5911844269269,131.44544221897354,132.69702078004067,7590,8978766,2015-01-16,13:15:00
2015-01-16 13:20:00,130.5500680505045,130.61159958360415,129.0241442976292,130.277874431301,5588,7130331,2015-01-16,13:20:00
2015-01-16 13:25:00,128.3090977320441,128.71524466713785,128.1717138961059,128.3241449098434,5372,5893060,2015-01-16,13:25:00
2015-01-16 13:30:00,129.10664880291736,129.15219976543824,127.66588047881535,129.0460557785014,7807,7845409,2015-01-16,13:30:00
2015-01-16 13:35:00,130.09959009475813,131.69316839071408,128.1779138797943,128.8200427748821,5873,5973252,2015-01-16,13:35:00
2015-01-16 13:40:00,130.26471793412583,130.83362242474942,130.02728032431384,129.66678188019722,6086,9374239,2015-01-16,13:40:00
2015-01-16 13:45:00,129.70320030774067,130.07382274151155,128.77604011304635,130.44741602097366,6527,8534112,2015-01-16,13:45:00
2015-01-16 13:50:00,129.9933269361578,130.70049971755117,129.93135732338763,128.3545667369077,5574,6148987,2015-01-16,13:50:00
2015-01-16 13:55:00,129.56603830437078,129.82641946616303,128.57073095446106,130.49283257271748,4152,8571873,2015-01-16,13:55:00
2015-01-16 14:00:00,128.40744699109277,129.12938693117655,127.08869496838817,128.75950377107196,1174,8913697,2015-01-16,14:00:00
2015-01-16 14:05:00,127.66693629704288,128.18432587190102,126.24008301534727,127.64838875648097,9450,5501755,2015-01-16,14:05:00
2015-01-16 14:10:00,126.68520190907718,127.7472978213257,125.23286524284066,126.49928050984968,3377,6419841,2015-01-16,14:10:00
2015-01-16 14:15:00,124.79399745935063,125.34619519592312,124.56615732007677,124.46531111535492,4255,6785747,2015-01-16,14:15:00
2015-01-16 14:20:00,123.62410129793962,124.63047154958562,123.60789426213714,124.52220246653228,2975,6208454,2015-01-16,14:20:00
2015-01-16 14:25:00,121.80030625674269,122.20065849688453,120.71955017387549,123.24578606752037,6352,6586206,2015-01-16,14:25:00
2015-01-16 14:30:00,121.40552457214912,121.41579061065516,120.67745210412032,121.48724291743727,5100,8274739,2015-01-16,14:30:00
2015-01-16 14:35:00,121.34533064366656,122.02258210423783,120.71131524612542,122.88536001059545,8381,8875835,2015-01-16,14:35:00
2015-01-16 14:40:00,121.73258954370917,122.94402576353109,121.04751445950598,120.64591822137642,1838,6990800,2015-01-16,14:40:00
2015-01-16 14:45:00,121.49091572171362,121.5171487813188,121.00387884565497,121.52557985639409,9060,8139313,2015-01-16,14:45:00
2015-01-16 14:50:00,122.18160262931836,122.5200627371452,121.2389770185575,122.01774439555697,4241,7472882,2015-01-16,14:50:00
2015-01-16 14:55:00,121.01146725117081,123.5733336165445,120.8503302668378,120.6212840400159,4700,6270919,2015-01-16,14:55:00
2015-01-16 15:00:00,119.24550154094962,119.54798668399484,119.13801494792597,118.22154357417361,3002,5718415,2015-01-16,15:00:00
2015-01-16 15:05:00,118.96760630843421,119.7431539237093,117.41053825522314,120.44932046678471,1879,8122389,2015-01-16,15:05:00
2015-01-16 15:10:00,119.36927300877548,119.62969591512389,118.82370427286004,119.72417331651441,4542,8098147,2015-01-16,15:10:00
2015-01-16 15:15:00,117.42224678063232,117.57163597216426,117.42003257393971,118.21238982418278,2188,8022058,2015-01-16,15:15:00
2015-01-16 15:20:00,118.41959233072357,119.4998626669446,118.04582695698144,119.46177595118452,5467,7526253,2015-01-16,15:20:00
2015-01-16 15:25:00,119.02999465692632,121.66413141936913,118.9824338615379,118.82659789587542,9245,6852085,2015-01-16,15:25:00
